stop_words_removed_qns,tag1
Ron happy owner permutation length nA permutation length n array consist n distinct integer 1 n arbitrary order for example 23154 permutation 122 permutation 2 appear twice array 134 permutation n3 4 array ron permutation subject m experiment follow type r_i p_i this mean element range 1 r_i word prefix length r_i sort ascending order probability p_i all experiment perform order specify input dataAs example let look permutation 4 2 1 5 3 experiment 3 06 after experiment probability 60 permutation assume form 1 2 4 5 3 40 probability remain unchangedyou determine probability permutation completely sort ascending order m experiment,greedy
holiday come soon Rick realize time think buy traditional spruce tree but Rick do not want real tree hurt decide find n time m matrix consist to find spruce let define spruce matrix a set matrix cell call spruce height k origin point x you all cell set contain for 1 le le k cell row number xi1 column range y 1 y 1 set all cell belong set Examples correct incorrect spruce tree now Rick wants know spruce n time m matrix contain Help Rick solve problem,greedy
one fall day Joe get bored could not find interesting Marty suggest Joe generate string length n entertain it do not particularly difficult Joes generate string follow rule string contain character b c maximum length substre string palindrome exceed k a string substre string b obtain b deletion possibly zero character begin possibly zero character end for example string bc abc substring stre abc string ac ba cba nota string palindrome read leave right right leave for example strings abccba abbba aba abacaba bacab palindrome string abcbba abb ab notNow Joe wants find correct string help it prove answer exist give constraint,greedy
a robot standing origin infinite twodimensional plane each second robot move exactly 1 meter cardinal direction north south west east for step robot choose direction end second turn 90 degree leave right respect direction move for example robot move north south step take west east vice versaThe robot make exactly n step start position accord rule how different point robot arrive end the final orientation robot ignore,dynamic programming
you give tree n vertex number 1 ldot n a tree connect simple graph cyclesLet mathrmdistu v number edge unique simple path connect vertex u vLet mathrmdiaml r max mathrmdistu v pair u v l leq u v leq rCompute sum_1 leq l leq r leq n mathrmdiaml r,greedy
after debut mobile game Nim blow decide sequel call Nim 2 this game expand trust Nim game formula add await second heap in game heap contain nonnegative number stone two player move turn on turn player positive number stone heap a player unable lose gameto game easier playtest you ve introduce developer shortcut there n shortcut position x_1 y_1 ldot x_n y_n these change game follow suppose player turn second heap contain x y stone respectively if pair x y equal pair x_i y_i player lose instantly able move normal Note explanation heap pair order x refer size heap y refer size second heapthe game release follow celebration thing know developer shortcut way official update game Players complain AI opponent unbeatable certain stage game you write program figure give initial position win start player assume player act optimally,greedy
you give string s 0s 1s you allow perform follow operation choose nonempty contiguous substring s contain equal number 0s 1s flip character substre replace 0s 1s vice versa reverse substre for example consider s 00111011 follow operation Choose character substre act 00111011 note number 0s 1s equal legal choice choosing substring 0 110 entire string possible flip character substre 11000111 Reverse substre 10001111 find lexicographically small string obtain s zero operation,brute force
you give positive integer sequence a_1 ldot a_n b_1 ldot b_m for j 1 ldot m find great common divisor a_1 b_j ldot a_n b_j,dynamic programming
Alice Bob play pingpong simplify rulesduring game player serve ball commence play the server strike ball receiver make return hit ball Thereafter server receiver alternately return do not returnthe do not return lose play the winner play commence play Alice start playAlice x stamina Bob y to hit ball serve return player spend 1 stamina do not stamina can not return ball lose play can not serve ball case player serve ball instead if player run stamina game oversometime strategically optimal return ball lose current play save stamina on contrary server commence play hit ball stamina leftBoth Alice Bob play optimally want firstly maximize number win secondly minimize number win opponentcalculate result number Alices Bobs win,dynamic programming
you stand mathitoxaxis point 0 want integer point x 0you jump suppose you re currently point y y negative jump kth time you jump point y k jump point y 1 what minimum number jump need reach point x,greedy
let define function fx x positive integer follow write digit decimal representation x backwards rid lead zero for example f321 123 f120 21 f1000000 1 f111 111let define function gx dfracxffx x positive integer wellYour task follow give positive integer n calculate number different value gx number x 1 le x le n,greedy
you give array consist n integerslet minl r minimum value a_l a_l 1 ldot a_r maxl r maximum value a_l a_l 1 ldot a_ryour task choose positive great 0 integer x y z x y z n max1 x minx 1 x y maxx y 1 n in word split array consecutive nonempty part cover array maximum equal minimum second equal maximum determine impossible find partitionAmong triple partition choose anyyou answer t independent test case,greedy
you give undirected graph consist n vertex n edge it guarantee give graph connect ie possible reach vertex vertex selfloop multiple edge graphYour task calculate number simple path length 1 give graph note path differ direction consider ie calculate number undirecte path for example path 1 2 3 3 2 1 consider sameyou answer t independent test casesrecall path graph sequence vertex v_1 v_2 ldot v_k pair adjacent consecutive vertex sequence connect edge the length path number edge a simple path path vertice distinct,dynamic programming
you give integer n n 1recall permutation length n array consist n distinct integer 1 n arbitrary order for example 2 3 1 5 4 permutation length 5 1 2 2 permutation 2 appear twice array 1 3 4 permutation n 3 4 arrayyour task find permutation p length n index 1 le le n p_i 1 n condition p_i ne satisfiedYou answer t independent test casesif answer print it prove answer exist n 1,greedy
Gildong develop puzzle game the puzzle consist n platform number 1 n the player play game character stand platform goal game character 1st platform nth platformThe ith platform label integer a_i 0 le a_i le ni when character stand ith platform player character jth platforms i1 le j le ia_i if character ith platform a_i0 ne n player lose gamesince Gildong think current game hard want hard he want change possibly zero label 0 remain exactly way win he want modify game little possible he s ask find minimum number platform label change two way different exist platform character get way way,dynamic programming
Gildong develop game consist n stage number 1 n the player start game 1st stage beat stage increase order stage number the player win game beat nth stageThere checkpoint stage checkpoint 1st stage at begin game checkpoint 1st stage activate checkpoint deactivate when player get ith stage checkpoint checkpoint activatedfor try stage player beat stage fail stage if beat ith stage player move i1st stage if fail ith stage player move recent checkpoint activate beat stage checkpoint againFor example assume n 4 checkpoint 1st 3rd stage the player start 1st stage if fail 1st stage need retry 1st stage checkpoint 1st stage recent checkpoint activate if player beat 1st stage they re move 2nd stage if fail they re send 1st stage if beat 1st stage 2nd stage 3rd stage checkpoint 3rd stage activate now fail 3rd stage 4th stage beat 3rd stage they re send 3rd stage if beat 3rd stage 4th stage win gamegildong go build stage equal difficulty he want find series stage checkpoint 2000 stage expect number try stage exactly k player probability beat stage exactly cfrac12,dynamic programming
Gildongs town train system 100 train travel end end 100 train travel leave end right end the train starting number 1 100 respectively train speed Lets look picture the train system represent coordinate 2D plane the ith train start end initially i0 it T minute ith train start leave end initially 0i Ti T minute all train arrive destination 101 minutesHowever Gildong find train schedule depart specific time simultaneously dangerous at time n train schedule depart end m train schedule depart leave end if train xy time x y crash therefore ask find minimum number train cancel prevent crash,greedy
Alice Bob playing game they tree consist n vertex initially Bob k chip ith chip locate vertex a_i vertex unique before game start Alice place chip vertex treethe game consist turn each turn follow event happen sequentially exactly follow order Alice move chip adjacent vertex do not Bobs chip move adjacent vertex do not note choice independently chip the game end Alices chip share vertex multiple Bobs chip Note Bobs chip share vertex different vertex begin gameAlice want maximize number turn Bob want minimize if game end middle turn Alice move chip vertex contain multiple Bobs chip turn countedfor vertex calculate number turn game Alice place chip vertex,greedy
you give multiset power more precisely 0 n exclusive cnt_i element equal 2iin operation choose element 2l 1 divide element 2l 1you perform q query each query type 1 pos val assign cnt_pos val 2 x k calculate minimum number operation need k element value lower equal 2x note query second type do not change multiset calculate minimum number operation do not perform,greedy
there n 2 town locate coordinate line number 0 n 1 the ith town locate point iYou build radio tower town 1 2 dot n probability frac12 event independent after want set signal power tower integer 1 n signal power necessarily necessarily different the signal tower locate town signal power p reach city c c pAfter building tower want choose signal power way town 0 n 1 do not signal radio tower town 1 2 dot n signal exactly radio tower for example n 5 build tower town 2 4 5 set signal power tower town 2 2 signal power tower town 4 5 1 that way town 0 n 1 do not signal tower town 1 2 3 signal tower town 2 town 4 get signal tower town 4 town 5 get signal tower town 5calculate probability building tower way set signal power meet constraint,brute force
you give string s consist bracket type a string call regular bracket sequence RBS follow type stre RBS RBS RBS RBS plus concatenation stringsin choose nonempty subsequence string s necessarily consecutive RBS remove string concatenate remain part change orderwhat maximum number move perform,brute force
you ask watch nephew like play toy block strange wayHe n box ith box a_i block his game consist step choose arbitrary box try blocks ith box box if number block n 1 box happy sad note nephew block choose box box block boxesyou do not want nephew sad decide extra block box way matter box choose will not sad what minimum number extra block need,greedy
the difference easy hard version constraint number queriesthis interactive problemridbit hide array n integer want Ashish guess Note n power Ashish allow ask different type query they form and j ask bitwise and element a_i a_j 1 leq j le n neq j or j ask bitwise or element a_i a_j 1 leq j le n neq j XOR j ask bitwise XOR element a_i a_j 1 leq j le n neq j can help Ashish guess element arrayIn version element take value range 0 n1 inclusive Ashish ask n1 query,greedy
the difference easy hard version constraint number queriesthis interactive problemridbit hide array n integer want Ashish guess Note n power Ashish allow ask different type query they form and j ask bitwise and element a_i a_j 1 leq j le n neq j or j ask bitwise or element a_i a_j 1 leq j le n neq j XOR j ask bitwise XOR element a_i a_j 1 leq j le n neq j can help Ashish guess element arrayIn version element take value range 0 n1 inclusive Ashish ask n2 query,dynamic programming
Utkarsh force play ashishs game the game progress turn turn usual Ashish move firstconsider 2d plane there token initially 00 in player increase x coordinate y coordinate token exactly k in player ensure token stay Euclidean distance d 00in word coordinate token pq p2 q2 leq d2 holdThe game end player unable it show game end finite number move if player play optimally determine win,dynamic programming
ashish string b length n integer k the string contain lowercase English lettersHe wants convert string string b perform possibly zero operation ain choose index 1 leq ileq n1 swap a_i a_i1 choose index 1 leq leq nk1 a_i a_i1 ldot a_ik1 equal character c c neq z replace character c1 replace b b replace c note perform number operation operation perform string help Ashish determine possible convert string b perform possibly zero operation,dynamic programming
the difference version problem update easy versionthere n spool thread place rim circular table the spool come type thread thread black second thread whiteFor spool color attach thread color straight line segment Define matching way attach spool spool attach exactly spoolcolore assignment color white black spool a coloring call valid matching that number black spool number white spool evengiven match find number time white thread intersect black thread we compute number pair differently color thread intersect instead number intersection point intersection point count multiple time different pair thread intersect point if c valid coloring let fc denote minimum number intersection possible matching the circle describe color bwbbbwww after match spool show intersection differently color thread it prove minimum possible ftextbwbbbwww 1 you give string s represent unfinished color black white uncolored spool a coloring c call sreachable achieve assign color uncolored spool s change othersA color c choose uniformly random valid sreachable coloring Compute expect value fc you find modulo 998244353there m update change character s after update compute expect value fcWe answer write form fracpq p q relatively prime integer qnotequiv 0pmod998244353 the answer modulo 998244353 equal pcdot q1 modulo 998244353,greedy
the difference version problem update easy versionthere n spool thread place rim circular table the spool come type thread thread black second thread whiteFor spool color attach thread color straight line segment Define matching way attach spool spool attach exactly spoolcolore assignment color white black spool a coloring call valid matching that number black spool number white spool evengiven match find number time white thread intersect black thread we compute number pair differently color thread intersect instead number intersection point intersection point count multiple time different pair thread intersect point if c valid coloring let fc denote minimum number intersection possible matching the circle describe color bwbbbwww after match spool show intersection differently color thread it prove minimum possible ftextbwbbbwww 1 you give string s represent unfinished color black white uncolored spool a coloring c call sreachable achieve assign color uncolored spool s change othersA color c choose uniformly random valid sreachable coloring Compute expect value fc you find modulo 998244353we answer write form fracpq p q relatively prime integer qnotequiv 0pmod998244353 the answer modulo 998244353 equal pcdot q1 modulo 998244353,brute force
to help contestant struggle lot contest headquarters Codeforces planning introduce division 5 in new division tag problem announce prior round help contestantsThe contest consist n problem tag ith problem denote integer a_iYou want AK solve problem to solve problem order to contest funny create extra limitation you want solve problem consecutively tag bore also afraid big jump difficulty solve want minimize number time solve problem consecutively adjacent contest orderformally solve order describe permutation p length n the cost permutation define number index 1le p_i1p_i1 you requirement a_p_ine a_p_i1 1le nYou want know minimum possible cost permutation satisfie requirement if permutation meet requirement report,greedy
a society represent connect undirected graph n vertex m edge the vertex represent people edge ij represent friendship people jIn society ith person income a_i a person envious person j a_ja_i1 that person j exactly 1 unit income person iThe society call capitalist pair friend envious for friendship know friend envious for remain friendship know direction envyThe income inequality society define maxlimits_1 leq leq n a_i minlimits_1 leq leq n a_iYou know friendship income if impossible society capitalist give knowledge report otherwise find assignment income society capitalist income inequality maximize,greedy
the difference easy hard version tokens type o appear input easy versionErrichto give Monogon follow challenge order intimidate take contributor spot CodeforcesIn TicTacToe grid n row n column each cell grid contain token there type token x o if exist tokens type consecutive row column win configuration otherwise draw configuration the pattern row win configuration the pattern second row draw configuration in operation change x o o x let k denote total number token grid your task grid draw lfloor frack3rfloor round operationsyou require minimize number operation,greedy
there n bag candy initially ith bag contain candy you want bag contain equal candy end to achieve Choose m 1 le m le 1000perform m operation in jth operation pick bag add j candy bag apart choose oneyour goal find valid sequence operation bag contain equal candy it prove give constraint sequence existsyou do not minimize mif valid sequence output,dynamic programming
for give sequence distinct nonnegative integer b_1 b_2 dot b_k determine good follow way consider graph k node number b_1 b_k write for 1 k find j 1 le j le k jneq b_i oplus b_j small j oplus denote operation bitwise XOR httpsenwikipediaorgwikiBitwise_operationXOR next draw undirected edge vertex number b_i b_j graph we sequence good result graph form tree connect do not simple cycle it possible number b_i b_j try add edge twice nevertheless add edge onceyou find example picture correspond test case Sequence 0 1 5 2 6 good reach 1 5however sequence 0 1 5 2 good you give sequence a_1 a_2 dots a_n distinct nonnegative integer you like remove element possibly remain sequence good what minimum possible number removal require achieve goalIt show sequence remove number element leave 2 remain sequence good,dynamic programming
there famous olympiad participant the Olympiad consist stage elimination stage final stage at participant advance final stage the elimination stage turn consist contestsA result elimination stage total score contest unfortunately jury lose final standing standing second contest separately in contest participant rank point score nonincrease order when participant tie earn score rank passport number accordance local regulation passport number distinct in contest participant 100th place score point also jury check participant 1st 100th place inclusive contest find b point second contestsimilarly second contest participant 100th place c point and jury check participant 1st 100th place inclusive d point contestafter contest participant rank total score contest nonincrease order when participant total score tiebreake passport number the cutoff score qualify final stage total score participant 100th placegiven integer b c d help jury determine small possible value cutoff score,dynamic programming
one draw close polyline plane consist vertical horizontal segment parallel coordinate axis the segment alternate horizontal vertical one horizontal segment follow vertical vice versa the polyline contain strict selfintersection mean case segment share common point point endpoint consult example note sectionunfortunately polyline erase know length horizonal vertical segment please construct polyline matching description segment determine exist,greedy
the new academic year start Berlands university n firstyear student they divide k academic group group among student m pair acquaintance acquaintance pair common group different groupsAlice curator year want host entertaining game know to select different academic group divide student group team the game require acquaintance pair inside teamsalice wonder pair group select it ll possible play game all student select group gameplease note team Alice form game do not need coincide group student learn moreover team different size,greedy
oleg favorite subject History Math favorite branch mathematic divisionTo improve division skill Oleg come t pair integer p_i q_i pair decide find great integer x_i p_i divisible x_i x_i divisible q_i Oleg good division manage find answer quickly,dynamic programming
a permutation sequence integer 1 n length n contain number exactly for example 1 4 3 5 1 2 3 2 1 permutation 1 1 4 3 1 2 3 4 nopermutation lexicographically small permutation b length n index differ ai bi for example permutation 1 3 2 4 lexicographically small permutation 1 3 4 2 element equal element permutation small secondThe permutation permutation length n lexicographically small permutation b length n lexicographically large for example permutation 2 1 4 3 permutation 2 3 1 4 permutation 1 2 3 permutation 1 3 2 permutation 2 1 permutation exist you give number n length initial permutation the initial permutation form 1 2 ldot n in word ai 1 le le nYou need process q query type 1 l r query sum element segment l r more formally need find al al 1 ldot ar 2 x x time replace current permutation permutation for example x2 current permutation form 1 3 4 2 perform chain replacement 1 3 4 2 rightarrow 1 4 2 3 rightarrow 1 4 3 2 for query 1st type output require sum,dynamic programming
petya prepare birthday he decide n different dish dinner table number 1 n since Petya do not like cook want order dish restaurantsunfortunately dish prepare different restaurant Petya need pick order n different place to speed process want order courier delivery restaurant thus dish option Petya dish deliver courier restaurant case courier arrive a_i minute Petya go restaurant pick dish spend b_i minute each restaurant courier start deliver order moment Petya leave house in word courier work parallel Petya visit restaurant choose delivery consistentlyfor example Petya want order n 4 dish 3 7 4 5 b 2 1 2 4 order delivery fourth restaurant second then courier restaurant bring order 3 minute courier fourth restaurant bring order 5 minute Petya pick remain dish 1 2 3 minute thus 5 minute dish Petyas housefind minimum time dish Petyas home,greedy
bertown city n building straight linethe city security service discover building mine a map compile string length n ith character 1 building number 0 otherwisebertown good sapper know activate mine building damage when building number x activate explode activate adjacent mine building number x1 x1 mine building happens thus activate continuous segment mine activate mine segment for manual activation sapper take coin he repeat operation time wantalso sapper place building was not for operation take b coin he repeat operation time wantThe sapper carry operation orderyou want blow mine city safe find minimum number coin sapper pay action mine leave city,dynamic programming
today kindergarten new group n kid need seat dinner table the chair table number 1 4n two kid can not sit chair it know kid sit chair number b neq b indulge gcda b 1 divide b b divide gcda b maximum number x divisible x b divisible xFor example n3 kid sit chair number 2 3 4 indulge 4 divide 2 gcd2 3 1 if kid sit chair number 4 6 10 indulgethe teacher do not want mess table want seat kids 2 kid indulge more formally want pair chair b kid occupy fulfill condition abovesince teacher busy entertainment kid ask solve problem,greedy
you give direct graph n vertex m edge Vertices number 1 n there token vertex 1the follow action allow Token movement to token vertex u vertex v edge u v graph this action take 1 second Graph transposition to transpose edge graph replace edge u v edge v u this action take increasingly time kth transposition take 2k1 second ie transposition take 1 second second take 2 second take 4 second the goal token vertex 1 vertex n short possible time Print time modulo 998244353,greedy
we start permutation a_1 a_2 ldots a_n array b we apply follow operation k timesOn ith iteration select index t_i 1 le t_i le ni1 remove a_t_i array append number a_t_i1 a_t_i1 t_i1 t_i1 array bound right end array b then element a_t_i1 ldot a_n leave order fill spaceyou give initial permutation a_1 a_2 ldot a_n result array b_1 b_2 ldot b_k all element array b distinct Calculate number possible sequence index t_1 t_2 ldots t_k modulo 998244353,dynamic programming
you give integer n c_0 c_1 h binary string s length nA binary string string consist character 0 1you change character string s stre binary change you pay h coin changeafter change possibly zero want buy string to buy string buy character to buy character 0 pay c_0 coin buy character 1 pay c_1 coinsfind minimum number coin need buy string,greedy
let consider 1091 time 1091 field the row number integer 0 109 column number integer 0 109 Lets define x y cell locate xth row yth columnlet cell x y good x y 0 bitwise operationLets build graph vertex good cell field edge pair adjacent good cell it prove graph tree connect graph cycle Lets hang tree vertex 0 0 root tree root 0 0two player play game initially good cell black white each player turn choose black good cell subset ancestor possibly invert color white black vice versa the player can not good cell white lose it prove game finiteinitially cell white you give m pair cell for pair color cell simple path black Note invert color paint blacksohrab Mashtali go play game sohrab player Mashtali secondMashtali want win decide cheat he follow operation multiple time game start choose cell invert color vertice path root treeMammad watching wonder minimum number operation Mashtali win strategyfind answer question initial painting tree it prove possible way cheat exist,greedy
you give undirected graph n vertex m edge also give integer kFind clique size k nonempty subset vertex vertex subset k neighbor subset if clique subset report itA subset vertex call clique size k size k exist edge vertex subset a vertex call neighbor vertex exist edge,dynamic programming
Yurii sure can solve task thoughhe array consist n positive integer Lets subarray alr good follow condition simultaneously satisfy l1 leq r1 ie subarray length 3 a_l oplus a_r a_l1a_l2ldotsa_r2a_r1 oplus denote bitwise XOR operation in word subarray good bitwise XOR border element equal sum rest element Yurii wants calculate total number good subarray what equal toan array c subarray array d c obtain d deletion possibly zero element begin possibly zero element end,greedy
artem build new robot he matrix consist n row m column the cell locate ith row jth column leave value a_ij write if adjacent cell contain value robot break a matrix call good adjacent cell contain value cell call adjacent share Artem want increment value cell goodMore formally find good matrix b satisfie follow condition for valid ij b_ij a_ij b_ij a_ij1 for constraint problem show matrix b exist if table output please note minimize number increment,greedy
you re give array b length n Lets define array length n a_i 2b_i 1 leq leq n Valerii say nonintersecte subarray different sum element you want determine wrong more formally need determine exist integer l_1r_1l_2r_2 satisfy follow condition 1 leq l_1 leq r_1 lt l_2 leq r_2 leq n a_l_1a_l_11ldotsa_r_11a_r_1 a_l_2a_l_21ldotsa_r_21a_r_2 if integer exist prove Valerii wrong do existan array c subarray array d c obtain d deletion possibly zero element begin possibly zero element end,dynamic programming
monocarp tree consist n vertex root vertex 1 he decide study BFS Breadthfirst search run BFS tree start root BFS describe follow pseudocodea order vertice processedq Queueqput1 place root end queuewhile qempty k qpop retrieve vertex queue aappendk append k end sequence vertex visit y gk gk list child vertex k sorted ascending order qputyMonocarp fascinated BFS end lose tree fortunately sequence vertex order vertex visit BFS algorithm array pseudocode Monocarp know vertex visit exactly take queue exactly also know child vertex view ascending ordermonocarp know tree general case visit order do not hope restore tree Monocarp okay tree minimum heightthe height tree maximum depth tree vertex depth vertex number edge path root for example depth vertex 1 0 root depth root child 1help Monocarp find tree give visit order minimum height,greedy
Chef Monocarp n dish oven he know ith dish optimal cooking time equal t_i minutesat positive integer minute T Monocarp dish oven if ith dish minute T unpleasant value t t_i absolute difference t t_i once dish oven can not inmonocarp dish oven what minimum total unpleasant value Monocarp obtain,brute force
you give stre s length n String s binary word consist 0 1sstre s exactly fracn2 zero fracn2 one n evenIn operation reverse substre s a substre string contiguous subsequence stringwhat minimum number operation need string s alternate a string alternate s_i neq s_i 1 there type alternate string general 01010101 10101010,greedy
you get job marketer pet shop current task boost sale cat food one strategy sell can food pack discount suppose decide sell pack can pack discount customer want buy x can cat food then follow greedy strategy buy leftlfloor fracxa rightrfloor pack discount want buy remain x bmod can leftlfloor fracxa rightrfloor x divide rounded x bmod remainer x divide aBut customer greedy general customer want buy x bmod can happen x bmod ge fraca2 decide buy pack can instead buy x bmod can it make marketer happy customer buy want initiallyyou know customer come shop buy number can l r inclusive can choose size pack customer buy can want initially,greedy
you give multiset S over pair subset a b b subset a B a 1 great common divisor element a equal find sum sum_x ax cdot sum_x Bx modulo 998244353,greedy
in problem MEX certain array small positive integer contain arrayeveryone know definition include Lesha but Lesha love MEX come new problem involve MEX day include todayyou give array length n Lesha consider nonempty subarray initial array compute MEX then Lesha compute MEX obtain numbersan array b subarray array b obtain deletion possible element begin possibly element end in particular array subarray itselfLesha understand problem interesting time do not know solve help find MEX MEXes subarray,dynamic programming
Andrey think truly successful developer reality do not know binary search algorithm recently after read literature Andrey understand algorithm allows quickly find certain number x array for array index zero integer x pseudocode algorithm follow Note element array index zero division integer round downandrey read algorithm work array sort however find statement untrue certainly exist unsorted array algorithm find xAndrey want write letter book author consider permutation size n algorithm find x a permutation size n array consist n distinct integer 1 n arbitrary orderHelp Andrey find number permutation size n contain x position pos give implementation binary search algorithm find x return true as result extremely large print remainder division 1097,greedy
Sasha like investigate different math object example magic square but Sasha understand magic square study hundred people see sense study instead invent type square prime square a square size n time n call prime follow condition hold simultaneously number square nonnegative integer exceed 105 prime number square sum integer row column prime number Sasha integer n he ask find prime square size n time n Sasha absolutely sure square exist help,greedy
for give array consist n integer give integer m find possible reorder element array way sum_i1nsum_jinfraca_jj equal m it forbid delete element insert new element please note round occur division example frac5225,brute force
you give matrix size n time m consist integersYou choose leftlfloorfracm2rightrfloor element row your task choose element way sum divisible k sum maximumin word choose half rounded element row find maximum sum element divisible kNote choose zero element sum set 0,dynamic programming
you give array integer size n this array nondecrease ie a_1 le a_2 le dots le a_nyou find array integer b size 2n 1 b_2i1 a_i 1 le le n array b nondecrease b_1 oplus b_2 oplus dot oplus b_2n1 0 oplus denote bitwise XOR operation httpsenwikipediaorgwikiexclusive_or in Kotlin xor function calculate number array meet condition modulo 998244353,dynamic programming
you give matrix consist n row m column the matrix contain lowercase letter Latin alphabetyou perform follow operation number time want choose integer 1 le le m k 0 k n shift column j le j le m cyclically k the shift perform upwardsFor example matrix leave beginarray b c d e f g h endarrayright perform operation 2 k 1 leave beginarray e f d h g b c endarrayright you process q query each query string length m consist lowercase letter latin alphabet for query calculate minimum number operation describe perform row matrix equal string query Note query independent operation perform query do not affect initial matrix query,greedy
Marina play new roguelike game in game n different character specie m different class the game play run run Marina select species class character if select ith species jth class c_i j point runinitially specie class unlock lock to unlock ith specie Marina a_i point total previous run soon total score play run a_i specie unlock similarly unlock jth class b_j point total previous run if a_i 0 specie unlock initially apply class b_j 0marina want unlock species class minimum number run before play game read exactly guide combination specie class reading guide increase score get run combination k formally play game increase exactly value c_i j kwhat minimum number run play unlock specie class choose combination read guide optimally,greedy
Alice Bob play game they set initially consist n integer the game play k turn during turn follow event happen firstly Alice choose integer set she choose integer maximum Let integer choose Alice secondly Bob choose integer set he choose integer great let integer choose Bob b finally b erase set value b add score game initially score 0 Alice want maximize result score Bob want minimize assume Alice Bob play optimally calculate result score game,greedy
you want train neural network model graduation work there n image dataset ith image size a_i bytesYou do not powerful remote servers train model local machine but problem total size dataset big machine decide remove image do not want dataset weak remove k image Note remove image can not change orderyou want remove image optimally come metric you re datum scientist allow measure result removal consider array b_1 b_2 ldot b_m remove k image n k le m le n the datum array upload machine block x consecutive element more precisely element index 1 x b_1 b_2 ldots b_x belong block element index x 1 2x b_x 1 b_x 2 ldot b_2x belong second block element indice 2x 1 3x b_2x 1 b_2x 2 ldot b_3x belong block there cnt leftlceilfracmxrightrceil block total Note m divisible x block contain x element okaylet wi total size ith block sum size image inside block for example size block w1 b_1 b_2 ldots b_x size second block w2 b_x 1 b_x 2 ldot b_2xthe value metric come maximum block size block result dataset in word value metric maxlimits_i1cnt wiyou do not want overload machine remove k image way minimize value metric describe,dynamic programming
polycarp finish write lecture elvish language the language week VwV pronounce uwu the writing system language consist lowercase latin letter v wUnfortunately Polycarp write lecture cursive space note look like neverende sequence squiggle to exact Polycarp can not tell w apart vv note consist squigglesluckily brother Monocarp well writing habit Polycarp manage note want note readable to follow note Monocarp underline letter note way ambiguity if underline v can not mistaken w underline w can not mistaken adjacent letter vwhat minimum number letter Polycarp underline note unambiguous,greedy
there n customer cafeteria each want buy hamburger the ith customer a_i coin buy hamburger cost a_i coinsSuppose cost hamburger m then number coin cafeteria earn m multiply number people buy hamburger cost m your task calculate maximum number coin cafeteria earn,dynamic programming
recently you ve discover new shooter they realistic game mechanicsYour character gun magazine size equal k exterminate n wave monster the ith wave consist a_i monster happen l_ith moment time r_ith moment time all a_i monster spawn moment l_i exterminate moment r_i ends kill monster right moment r_i for consecutive wave second wave start early wave end second wave start moment wave end formally condition r_i le l_i 1 hold take look note example understand process betteryou confident character skill assume aim shoot instant need exactly bullet kill monster but reloading take exactly 1 unit timeone realistic mechanic mechanic reload reload throw away old magazine remain bullet that s constant reload cost excessive amount spend bulletsYouve take like mechanic wonder minimum possible number bullet need spend throw exterminate wavesnote do not throw remain bullet away eradicate monster start magazine,dynamic programming
number 1 2 3 dot n integer 1 n write board in operation erase number b board write integer fraca b2 round insteadyou perform give operation n 1 time result number leave board small possible for example n 4 follow course action optimal choose 4 b 2 new number 3 whiteboard contain 1 3 3 choose 3 b 3 new number 3 whiteboard contain 1 3 choose 1 b 3 new number 2 whiteboard contain 2 its easy n 1 operation leave number your goal minimize,greedy
you n barrel line row number leave right initially ith barrel contain a_i liter wateryou pour water barrel in act pour choose different barrel x y xth barrel should not pour possible water barrel x barrel y possibly water you assume barrel infinite capacity pour water calculate maximum possible difference maximum minimum water barrel pour water k timessome example barrel contain 5 liter water k 1 pour 5 liter second barrel fourth amount water barrel 5 0 5 10 difference maximum minimum 10 barrel can not operation difference maximum minimum 0,greedy
recently new building new layout construct Monocarps hometown accord new layout building consist type apartments threeroom fiveroom sevenroom apartment its know room apartment exactly window in word threeroom apartment windows fiveroom window sevenroom seven windowsmonocarp go build count n window now wonder apartment type building haveunfortunately Monocarp recently learn count ask help calculate possible quantity threeroom fiveroom sevenroom apartment building n window if multiple answer print themhere example Monocarp count 30 window 2 threeroom apartment 2 fiveroom apartment 2 sevenroom apartment 2 cdot 3 2 cdot 5 2 cdot 7 30 Monocarp count 67 window 7 threeroom apartment 5 fiveroom apartment 3 sevenroom apartment 7 cdot 3 5 cdot 5 3 cdot 7 67 Monocarp count 4 window mistaken building aforementione layout 4 window,greedy
this hard version problem the difference constraint q you hack version problem solvedzookeeper teach q sheep write add the ith sheep write exactly k nonnegative integer sum n_istrangely sheep superstition digit believe digits 3 6 9 lucky to fortune number depend decimal representation number fortune number equal sum fortune digits fortune digit depend value position describe follow table for example number 319 fortune F_2 3f_0 each sheep want maximize sum fortune k write integer can help,brute force
this easy version problem the difference version q1 you hack version problem solvedzookeeper teach q sheep write add the ith sheep write exactly k nonnegative integer sum n_istrangely sheep superstition digit believe digits 3 6 9 lucky to fortune number depend decimal representation number fortune number equal sum fortune digits fortune digit depend value position describe follow table for example number 319 fortune F_2 3f_0 each sheep want maximize sum fortune k write integer can help,brute force
zookeeper buy carton fruit feed pet wabbit the fruit sequence apple orange represent binary string s_1s_2ldot s_n length n 1 represent apple 0 represent orangesince wabbit allergic eating orange zookeeper like find long contiguous sequence apple let flr long contiguous sequence apple substre s_ls_l1ldot s_r help zookeeper find sum_l1n sum_rln flr sum f substring,greedy
